Imagen;Cantidad Total;Cantidad Vivas;Cantidad Muertas;% Viabilidad;Confianza media;Ruta imagen anotada
uploaded_3f9e2495.png;0;0;0;0,0;0,0;outputs/annotated/uploaded_3f9e2495_annotated.png
