Imagen;Cantidad Total;Cantidad Vivas;Cantidad Muertas;% Viabilidad;Confianza media;Ruta imagen anotada
uploaded_5b6cf985.png;83;19;64;22,89;0,7539;outputs/annotated/uploaded_5b6cf985_annotated.png
