Imagen;Cantidad Total;Cantidad Vivas;Cantidad Muertas;% Viabilidad;Confianza media;Ruta imagen anotada
uploaded_cec3a4d6.png;212;107;105;50,47;0,791;outputs/annotated/uploaded_cec3a4d6_annotated.png
