Imagen;Cantidad Total;Cantidad Vivas;Cantidad Muertas;% Viabilidad;Confianza media;Ruta imagen anotada
uploaded_57468104.png;415;130;285;31,33;0,7672;outputs/annotated/uploaded_57468104_annotated.png
