Imagen;Cantidad Total;Cantidad Vivas;Cantidad Muertas;% Viabilidad;Confianza media;Ruta imagen anotada
uploaded_4ae25821.png;42;36;6;85,71;0,7322;outputs/annotated/uploaded_4ae25821_annotated.png
